8.13914666666667E-05,0.47082216, 0.1047125
0.0010802396,0.7478292, 0.2191318
0.0027647796,1.00531368, 0.326417
0.00485666186666667,1.24942992, 0.4291328
0.00792602906666667,1.540998, 0.5496188
0.0113920129333333,1.8116796, 0.6624028
0.0158442949333333,2.1064212, 0.7852118
0.0208528297333333,2.38912056, 0.9030032
0.0260811633333333,2.65047552, 1.0119011
0.0319794937333333,2.91596064, 1.1225199
0.0385213288,3.18210168, 1.233412
0.0454150181333334,3.4406916, 1.3421581
0.0506112511506203,3.70338384, 1.4506129
0.0504848009933895,3.9956028, 1.5723708
0.0510191098832112,4.25907936, 1.6821527
0.0576188108256841,4.51529208, 1.788908
0.073965398842538,4.8271968, 1.9188683
0.0962560710952493,5.10250512, 2.0335801
0.123734572363395,5.36343528, 2.142301
0.157001949899197,5.63183736, 2.2541352
0.194897084879868,5.92652568, 2.376922
0.233245346038023,6.20103048, 2.491299
0.274619135406854,6.49107744, 2.6121519
0.316765168698623,6.76749744, 2.7273269
0.359404015850007,7.02534024, 2.8347614
0.407757757855815,7.30822224, 2.9526289
0.458980832767093,7.60197024, 3.0750239
0.507297189509944,7.8846204, 3.1927948
0.541518540319094,8.16190368, 3.3083295
0.572574244979855,8.44039056, 3.4243657
0.59696415347144,8.67992616, 3.5241722
0.620543130780503,8.92986168, 3.628312
0.644292276959781,9.19510248, 3.738829
0.668340454395328,9.47550192, 3.8556621
0.691431103039549,9.7571388, 3.9739983
0.713510309884837,10.03500288, 4.0897917
0.735165011399897,10.30943688, 4.203135
0.754530054413286,10.55472, 4.3053363
0.774844362471516,10.81192536, 4.4125052
0.795389428448515,11.07217296, 4.5209417
0.817147497451477,11.34775848, 4.635769
0.836802656788154,11.5966236, 4.7394628
0.862096682223167,11.91710976, 4.8729987
0.884254713219576,12.19752216, 4.9908375
0.905819255983574,12.4707348, 5.1036758
0.925538460015385,12.72042936, 5.2077152
0.948961636164877,13.01689224, 5.3312414
0.973447167312169,13.32681696, 5.4613774
0.999074111360428,13.65106464, 5.5954799
1.02083372901574,13.92666144, 5.7103119
1.04241608510921,14.1996636, 5.8240628
1.06437510170761,14.47777704, 5.9399434
1.08613323311898,14.75323632, 6.0547181
1.10690884009331,15.01633008, 6.1643405
1.12886575713663,15.29430192, 6.2801621
1.148185202549,15.53897544, 6.3821094
1.17119229313192,15.83029512, 6.5034926
1.1933224692605,16.11051168, 6.6202495
1.21545999459652,16.39088112, 6.7370701
1.23474758395516,16.63509168, 6.8388245
1.25666080094671,16.9124928, 6.9544083
1.27749862179895,17.17637592, 7.0643596
1.29668938654628,17.41934664, 7.1655974
1.31893486480335,17.70094656, 7.2829307
1.33759936153864,17.93728392, 7.3814046
1.36010891965708,18.22475592, 7.5011846
1.37889455695964,18.46025064, 7.5993074
1.40097546151802,18.739764, 7.7157713
1.41987797185166,18.97911888, 7.8155025
1.44203347907275,19.26212496, 7.9334217
1.46417738722936,19.54003944, 8.0492194
1.48305596344355,19.77909048, 8.148824
1.50558450432154,20.0644224, 8.2677123
1.52432168162177,20.30167728, 8.3665685
