Time elapsed in seconds,Controlled Lighting Units Power Usage (moving),All Lighting Units Activated Usage,Controlled Lighting Units Power Usage (Standing still)
81.5191605,18.56982778,195.727643,15.3715919
81.6354089,18.6014895,196.0066392,15.39069095
81.7551376,18.6350335,196.2939881,15.41299704
81.8548722,18.6629054,196.5333511,15.43191345
81.959949,18.69321716,196.7855354,15.45351814
82.0761713,18.72518416,197.064469,15.47561812
82.1786219,18.75497042,197.3103504,15.4971339
82.2956478,18.79148985,197.5912126,15.5170858
82.4254507,18.83280395,197.9003369,15.5414133
82.5353532,18.86888542,198.1665055,15.56394617
82.6430806,18.90218292,198.4250513,15.5830217
82.7519289,18.93675344,198.6862872,15.60390247
82.8626426,18.97267957,198.9495965,15.62427188
82.9694673,19.00740941,199.2059777,15.64714774
83.0681794,19.03711356,199.4452884,15.66905352
83.1860832,19.07262994,199.7282575,15.6902189
83.2928257,19.10473595,199.9844395,15.71278277
83.399706,19.13718086,200.2385496,15.73448098
83.5151346,19.17036512,200.5155792,15.75626582
83.623849,19.19607364,200.7788954,15.77762719
83.7355729,19.2217408,201.0470328,15.79679087
83.8614366,19.25040981,201.3491057,15.81850488
83.972232,19.27539386,201.6150146,15.83761463
84.0870397,19.30308754,201.8905531,15.86235742
84.1956968,19.32834482,202.1513302,15.88430805
84.3124867,19.35729122,202.4316259,15.9060796
84.4136821,19.38318005,202.6744949,15.92819071
84.5338243,19.41488062,202.9628362,15.94729862
84.6431246,19.44603582,203.2251569,15.96906974
84.7524237,19.4760324,203.4850834,15.98798096
84.8561248,19.50546231,203.7363574,16.00953886
84.9598575,19.53379804,203.9853158,16.03143535
85.0800749,19.56610114,204.2738376,16.05299863
85.1835934,19.59308722,204.522282,16.0719523
85.3013074,19.62075376,204.8047956,16.09404919
85.4191894,19.64794877,205.0877124,16.11277321
85.5337807,19.67217804,205.3627315,16.13471683
85.6493568,19.69812513,205.6401142,16.15719936
85.7631488,19.72529254,205.913215,16.17917124
85.877965,19.74911395,206.1887738,16.19826805
85.981046,19.77201463,206.4361682,16.22039282
86.0985162,19.80076188,206.7180967,16.24236985
86.2072832,19.82953573,206.9767358,16.26101865
86.3032925,19.85683345,207.2095598,16.28297817
86.4147996,19.88717957,207.4771769,16.30472147
86.5316317,19.91899213,207.7575739,16.3268783
86.6394396,19.94996488,208.0163129,16.34900411
86.7469365,19.98215035,208.2743054,16.36731914
86.853564,20.01392371,208.5278486,16.38818128
86.9775144,20.04858002,208.8276924,16.41052087
87.089376,20.07904289,209.0961602,16.43139402
87.1990608,20.109395,209.3594038,16.45333167
87.3313466,20.14165027,209.6391264,16.47816762
87.4325643,20.17366071,209.9198122,16.49898187
87.5494276,20.20243802,210.2002841,16.51945787
87.6612657,20.22922339,210.4686955,16.5412544
87.7717373,20.25604202,210.7338274,16.5603897
87.8844726,20.2846874,211.0043921,16.58128577
87.9962862,20.31391348,211.2727447,16.60127352
88.1010646,20.34020353,211.5242129,16.62299659
88.2167647,20.36853489,211.8018931,16.64483543
88.3296762,20.39558809,212.0728807,16.66328591
88.4383987,20.42290158,212.3338147,16.68559282
88.5429641,20.44945909,212.5847717,16.70485134
88.6565756,20.47484144,212.8574393,16.72690535
88.7754729,20.50227139,213.1427928,16.74836833
88.8983516,20.5319783,213.4377017,16.76992874
89.0221716,20.56184646,213.7348697,16.79466666
89.1448541,20.59004504,214.0293077,16.81686957
89.267362,20.61269045,214.3209372,16.83954533
89.3711217,20.63329838,214.5723499,16.86164643
89.4929334,20.66017826,214.864698,16.88342662
89.6176844,20.69023664,215.1641004,16.9061812
89.7405563,20.72030165,215.458993,16.92894817
89.857031,20.74601767,215.7385322,16.94829544
89.9758034,20.77337331,216.023586,16.97029092
90.0936003,20.79968368,216.3062986,16.99191236
90.2043021,20.8185636,216.5719829,17.01430325
90.3292412,20.83325116,216.8718367,17.03573829
90.4357268,20.84475501,217.1274022,17.05508449
90.5458495,20.85703957,217.3916966,17.0775732
90.6565132,20.87039325,217.6572895,17.09634113
90.7670122,20.88304223,217.9224871,17.11849217
90.8717136,20.89609457,218.1737705,17.13989021
91.001587,20.91287463,218.4854666,17.16232579
91.113381,20.92658724,218.7537722,17.18427098
91.2100916,20.9420287,218.9858777,17.2029878
91.3202314,20.96213418,219.2502132,17.22511169
91.4388636,20.98527913,219.5325288,17.24418939
91.5575577,21.0110629,219.8197963,17.26653459
91.6730479,21.03623474,220.0945702,17.28525018
91.7887477,21.06499771,220.3746523,17.30795931
91.9068324,21.09646375,220.6580556,17.32963664
92.0243689,21.12804388,220.9377672,17.35160341
92.1379706,21.16117618,221.2127873,17.37355219
92.2502914,21.18950902,221.4823572,17.39262598
92.3536846,21.21290689,221.7305009,17.41478342
92.4685119,21.23827024,222.0060864,17.43350066
92.572656,21.26027978,222.2560322,17.45638542
92.6817772,21.28183389,222.5179231,17.47537875
92.7875489,21.30256639,222.7717752,17.50030847
92.9103841,21.32771372,223.0665797,17.52253041
93.0321808,21.35268687,223.3588918,17.54448696
93.1339476,21.37260029,223.6031321,17.56663451
93.251698,21.39303765,223.885733,17.58818119
93.3546096,21.41122135,224.1327209,17.60860577
93.4684041,21.43141005,224.403427,17.63062015
93.5728053,21.45025197,224.6563906,17.64992096
93.7015724,21.47523185,224.9630114,17.67298815
93.8093417,21.49735262,225.2240779,17.69425505
93.9251385,21.51852924,225.5019902,17.71678052
94.0259059,21.54008252,225.743832,17.73531613
94.1327092,21.56349985,226.0001599,17.75763072
94.2555207,21.59198853,226.2949075,17.77958349
94.3573478,21.61892463,226.5392926,17.79832412
94.4799499,21.65417209,226.8335376,17.82009275
94.598479,21.68821063,227.1180074,17.84185112
94.7213787,21.72564239,227.4129667,17.86351688
94.8331196,21.7603386,227.6811449,17.88529142
94.928898,21.7926012,227.911013,17.90724588
95.0410273,21.83213913,228.1801234,17.92899186
95.1524663,21.87015973,228.447577,17.95131809
95.266168,21.90989667,228.720461,17.97003152
95.3732912,21.94399636,228.9775567,17.9929495
95.4747531,21.97723555,229.2210653,18.01381632
95.5915356,22.01583862,229.5013433,18.03428945
95.7054764,22.04848568,229.7748012,18.05662062
95.8099006,22.0761899,230.023027,18.07892378
95.9246078,22.10826426,230.3007166,18.10108861
96.0375158,22.1387076,230.5716958,18.12323056
96.1492726,22.16486342,230.8399121,18.14574035
96.2591062,22.19269994,231.1035127,18.16521476
96.374811,22.22464394,231.3812042,18.18622375
96.4759338,22.25424977,231.623899,18.20759323
96.5933886,22.28791866,231.9033888,18.22948747
96.6969135,22.31567503,232.1542502,18.24801275
96.8187317,22.34968385,232.4442132,18.27053731
96.94145,22.38623068,232.7387465,18.28907093
97.0543042,22.41951696,233.0119879,18.31119872
97.1660678,22.44763658,233.2802206,18.33315672
97.2757915,22.47523898,233.5435574,18.35207143
97.3925642,22.50428198,233.8238119,18.37420044
97.4947304,22.53011123,234.0690108,18.39291395
97.6053248,22.55629328,234.3344374,18.41568053
97.7157439,22.58135798,234.5994432,18.43436205
97.8444841,22.61265277,234.9084197,18.45681277
97.9552692,22.64059664,235.1743039,18.47571614
98.0640683,22.6667983,235.4354218,18.49789965
98.1677844,22.69195651,235.6843404,18.51961427
98.2765467,22.71646518,235.9453699,18.53889799
98.3883612,22.74272526,236.2113262,18.56110021
98.4984172,22.76994017,236.4778591,18.58015223
98.6206724,22.79998111,236.7712716,18.60204622
98.74242,22.82896226,237.0634658,18.62382005
98.8550325,22.85325125,237.3313342,18.6484019
98.9649863,22.87730318,237.597625,18.6703432
99.0939198,22.90845635,237.9070654,18.69246999
99.2055854,22.9378775,238.1750628,18.71443163
99.3122292,22.96587132,238.4310079,18.73334522
99.4280615,22.99734262,238.7065843,18.75530426
99.5546625,23.02567714,239.0104462,18.77742495
99.6764135,23.05111579,239.3050502,18.79595165
99.7802459,23.07254285,239.5518084,18.81803992
99.8809697,23.09311245,239.7959851,18.83979227
99.9979075,23.11391565,240.0742342,18.85798939
100.1182827,23.13694602,240.3655363,18.88014298
100.2340286,23.16107625,240.6433265,18.89974479
100.3478856,23.18715589,240.9165833,18.92112655
100.4469368,23.21081978,241.1543062,18.94329744
100.5654368,23.23743409,241.4387062,18.96199083
100.667228,23.25696873,241.6806034,18.98336144
100.7870661,23.27987086,241.9706165,19.00590554
100.8997663,23.29989965,242.241097,19.02725538
101.0272932,23.31962157,242.5471615,19.04933827
101.1401255,23.33577721,242.817959,19.06807779
101.2558723,23.34594258,243.0957514,19.09017936
101.3736645,23.35744399,243.3784526,19.1119594
101.4804417,23.36840645,243.6347179,19.13105163
101.58431,23.37785147,243.8840018,19.15280772
101.7028887,23.38757519,244.1685907,19.17202931
101.8068408,23.39670654,244.4180758,19.19328275
101.9145126,23.40757194,244.6764881,19.21572689
102.0480634,23.4191743,244.99701,19.23411075
102.1548244,23.42755771,245.2532364,19.25646447
102.2666538,23.44071906,245.521627,19.27816929
102.3794241,23.45874512,245.7922757,19.30072202
102.4931819,23.48092998,246.0652944,19.31969611
102.6099863,23.50511556,246.34326,19.34113892
102.7128803,23.52857901,246.5925706,19.36327617
102.8338671,23.55875287,246.8829389,19.38239184
102.951035,23.58847866,247.1641418,19.40487267
103.0678612,23.62079478,247.4445247,19.42360229
103.1825987,23.65411501,247.7198947,19.44634832
103.2981483,23.68892493,247.9972138,19.46481188
103.4132104,23.72520902,248.2733628,19.48751138
103.541522,23.76526961,248.5813106,19.50627643
103.6557746,23.80157036,248.8555169,19.5284435
103.7822798,23.8408255,249.1591294,19.55051191
103.8934084,23.87477582,249.425838,19.5694449
104.0028229,23.90826355,249.6884328,19.59064255
104.114687,23.94060386,249.9569066,19.61274815
104.2214582,23.97093557,250.2131575,19.63765215
104.3252795,23.99750778,250.4623286,19.65961706
104.4420757,24.02592381,250.7426395,19.68136193
104.5543414,24.04989917,251.0120772,19.70349298
104.6682646,24.07034099,251.2854929,19.72272798
104.7900708,24.08704467,251.5754383,19.74415585
104.9068709,24.09919019,251.858148,19.76630607
105.0066825,24.10853085,252.0976958,19.78533675
105.1164596,24.1158636,252.3611609,19.80810643
105.2252545,24.12306201,252.6222686,19.82943655
105.3449673,24.13050693,252.9095794,19.8519427
105.4554788,24.12623291,253.1724072,19.87427476
105.5813002,24.11429878,253.4767783,19.89659642
105.6880735,24.11186717,253.7330342,19.91545797
105.798839,24.11658198,253.9988714,19.93709214
105.9055956,24.12747153,254.2550873,19.95921664
106.0194257,24.14028827,254.5282795,19.9781226
106.1312171,24.15377931,254.7965789,20.00154494
106.2457964,24.17312317,255.0715692,20.02365768
106.3633358,24.19822506,255.3536638,20.04561891
106.4782598,24.22739982,255.6294814,20.06776072
106.5860377,24.25627573,255.8881483,20.08685371
106.7108772,24.28987399,256.1877631,20.11012357
106.8186158,24.32194721,256.4463358,20.12930424
106.9425341,24.36070737,256.7412979,20.14977344
107.0471991,24.39553775,256.9949357,20.17175811
107.1510413,24.42811741,257.244157,20.194071
107.2557491,24.46182434,257.4954557,20.21603451
107.3722674,24.50047329,257.7750996,20.23797592
107.4920914,24.54006547,258.0626772,20.25988698
107.6048831,24.57174754,258.3333773,20.27920934
107.7176239,24.60365912,258.6039552,20.30007548
107.8333732,24.63634129,258.8817535,20.32241219
107.9322038,24.66305717,259.118947,20.34166401
108.0369727,24.69128557,259.3703923,20.36351921
108.1518154,24.71894206,259.6460148,20.38527802
108.282255,24.74785653,259.9590698,20.4041778
108.3900599,24.76740315,260.2178016,20.42595524
108.5218329,24.79582178,260.5340568,20.44824125
108.636688,24.82179218,260.809709,20.47081297
108.7574084,24.85176241,261.099438,20.4922142
108.8769219,24.88163377,261.3862704,20.51128056
108.9986516,24.91480669,261.6784217,20.53095053
109.1221927,24.95205491,261.9749203,20.55215247
109.2428503,24.98898218,262.2644986,20.57523105
109.3582532,25.0226156,262.5414655,20.59560943
109.4924125,25.06435106,262.8634478,20.61433304
109.605921,25.10216597,263.1358682,20.63704385
109.7221497,25.14268965,263.4148171,20.65578748
109.8339377,25.18067751,263.6831083,20.67645699
109.9476959,25.21792646,263.956128,20.69741029
110.0585007,25.25549361,264.2220595,20.71992008
110.1662859,25.29211859,264.480744,20.73906533
110.2781585,25.32960812,264.7492382,20.76378433
110.3899042,25.3647291,265.0174279,20.78645959
110.4953937,25.39554982,265.2706027,20.80784588
110.619162,25.43080301,265.5676466,20.82733304
110.7299386,25.46177874,265.8311098,20.85232921
110.8458072,25.49388767,266.1115951,20.87254842
110.9474859,25.51975638,266.3532223,20.89450015
111.0642505,25.54928888,266.635859,20.91607426
111.1621428,25.57512231,266.8708006,20.93779114
111.274027,25.60360231,267.1393226,20.95935901
111.409365,25.63973451,267.4641338,20.97847838
111.5231227,25.67113413,267.7371523,21.00061421
111.6369746,25.70471111,268.0079952,21.02026081
111.7587842,25.74157776,268.3027399,21.04203219
111.8785671,25.77496236,268.5902189,21.06415728
111.9752124,25.80303538,268.8221676,21.08536865
112.0920488,25.8381107,269.102575,21.10770114
112.1988897,25.87040075,269.3589931,21.12937783
112.3153618,25.90295706,269.6361245,21.15207297
112.4180865,25.93228828,269.8850654,21.17079338
112.5368794,25.96598924,270.1701684,21.1927476
112.6618049,25.99980143,270.4675879,21.21452179
112.7616486,26.02436437,270.7096145,21.23304603
112.8683441,26.05013948,270.9656837,21.2552044
112.99309,26.08190758,271.2650738,21.27749621
113.1018279,26.11033258,271.5260448,21.30016778
113.2256295,26.13821679,271.8231686,21.31886612
113.3444276,26.1624975,272.1082841,21.34080875
113.4445561,26.17947497,272.3485925,21.36538291
113.5647902,26.20100586,272.6371543,21.38469458
113.6665596,26.21685082,272.8814009,21.4068179
113.7803438,26.2335469,273.154483,21.42537233
113.8940032,26.24830378,273.4272655,21.447119
114.0039425,26.26152435,273.6911198,21.46902524
114.1026815,26.27376844,273.9280934,21.49039187
114.2180874,26.28818753,274.2050676,21.51235828
114.3318568,26.30191555,274.4781142,21.53392342
114.4289955,26.31421164,274.711247,21.55299892
114.5444433,26.32758702,274.9883218,21.57515087
114.6562236,26.34118393,275.2565945,21.59677193
114.7690521,26.35509193,275.5249822,21.61582674
114.8747717,26.36893951,275.7811099,21.6384493
114.9785455,26.38067032,276.030167,21.65684777
115.0952968,26.39412901,276.3103702,21.67879964
115.1950288,26.40589828,276.549727,21.69797794
115.3039618,26.41851593,276.8111662,21.71924454
115.4254302,26.42922095,277.1007504,21.74099413
115.5342023,26.44014953,277.3637434,21.76296358
115.647089,26.45261569,277.6346714,21.78547218
115.7557448,26.46414428,277.8954454,21.80759931
115.8805044,26.47799754,278.1924667,21.8323513
115.975702,26.49005705,278.4233426,21.85468017
116.0848445,26.50487419,278.6852846,21.8764394
116.2078815,26.5216835,278.9805734,21.89875544
116.3147665,26.53613532,279.2346958,21.92072021
116.4144078,26.55065566,279.4762366,21.94149729
116.5312584,26.56767181,279.756678,21.96212728
116.6350754,26.58252766,280.0058388,21.98372094
116.7515607,26.59793529,280.2854035,22.00540301
116.8533147,26.61134866,280.5296131,22.02468692
116.9711539,26.62622799,280.8124272,22.04683837
117.0939796,26.6403944,281.1047755,22.06556529
117.2066738,26.65177971,281.377675,22.08750322
117.3055009,26.66120835,281.6124583,22.10695595
117.4193083,26.67191761,281.8879978,22.12917117
117.5250352,26.6816865,282.1417423,22.14805091
117.6465155,26.69099726,282.4308934,22.16901673
117.7713614,26.70160492,282.7329252,22.19134682
117.8941469,26.71548512,283.0276104,22.21033519
118.001995,26.72972569,283.2864458,22.23270283
118.1005569,26.74417127,283.5229944,22.2520195
118.2154103,26.76281632,283.7986426,22.2743685
118.3329195,26.7836919,284.0806646,22.29647582
118.4344198,26.80149707,284.3242654,22.31804682
118.5375111,26.8173357,284.5716845,22.34019233
118.6655713,26.83853192,284.879029,22.35870759
118.7751034,26.8571113,285.141906,22.38110569
118.8849156,26.87594625,285.4054553,22.40014912
119.0056711,26.89533843,285.6952685,22.42450659
119.1155149,26.91338904,285.9588936,22.44664855
119.2341864,26.93265095,286.2437052,22.46898666
119.3439213,26.94983305,286.507069,22.49055002
119.4447947,26.96431739,286.7467634,22.50943972
119.5625266,26.98118281,287.0287658,22.53180895
119.6785698,26.99723486,287.3078318,22.55086941
119.7929292,27.01149307,287.5822843,22.5724299
119.9076184,27.02291056,287.859942,22.59395231
120.0132538,27.03301775,288.113467,22.61638992
120.1179389,27.04280497,288.3647112,22.63849365
120.234103,27.05249698,288.643505,22.65791518
120.3368192,27.05991411,288.8900239,22.67853143
120.4553932,27.07098267,289.1746015,22.7019769
120.579096,27.08520185,289.4714882,22.7233738
120.6878571,27.09995009,289.7325149,22.74501641
120.8017479,27.11703324,290.003449,22.76481422
120.9014046,27.13374878,290.2450289,22.78667677
121.0142955,27.15382777,290.515967,22.80977863
121.1240727,27.17060622,290.7794323,22.83170939
121.2328055,27.18756913,291.040391,22.85081756
121.3364917,27.20468831,291.2892379,22.8725808
121.4482228,27.22359563,291.5573926,22.89149389
121.5545945,27.24123759,291.8126846,22.91325449
121.6666075,27.25949606,292.0815158,22.93289652
121.7834674,27.27866898,292.3595729,22.95783376
121.8932057,27.2965188,292.6253515,22.97978269
122.0119832,27.31513175,292.9104175,23.00172032
122.126746,27.33142856,293.1834466,23.02348532
122.2276087,27.34586555,293.4279187,23.0431513
122.3433867,27.3615866,293.7057859,23.0645841
122.4450778,27.37428576,293.9498446,23.08635389
122.5609614,27.38587252,294.2279652,23.10520051
122.6703888,27.39554544,294.490211,23.1299429
122.7881776,27.40855511,294.7732841,23.15178744
122.9129786,27.41996422,295.0704017,23.17346654
123.0256322,27.43118547,295.3431751,23.19577991
123.1435326,27.44452052,295.6261361,23.21787256
123.2423255,27.45705925,295.863239,23.23814936
123.3554294,27.47207998,296.1346884,23.26010071
123.4618876,27.48819531,296.3901881,23.27942683
123.5804252,27.50819769,296.6746783,23.30089998
123.6961322,27.52654042,296.9523751,23.32283484
123.8089607,27.54558105,297.2231635,23.34461499
123.9227873,27.56645673,297.4963474,23.36672809
124.0224996,27.58591327,297.7356569,23.38849662
124.1362634,27.60739949,298.00869,23.40741762
124.2460931,27.62777926,298.2722813,23.4291636
124.358925,27.64908556,298.5430778,23.44826158
124.4727756,27.66746386,298.8163193,23.47021176
124.5724259,27.68528069,299.05548,23.49266314
124.6891807,27.70555861,299.3356915,23.51500829
124.7914051,27.72441838,299.5810301,23.53673777
124.9125424,27.74784862,299.8717596,23.55565214
125.0302726,27.76979972,300.1543121,23.57836501
125.1440591,27.79114495,300.4273997,23.59766192
125.2449522,27.81232193,300.6695431,23.61882354
125.3566307,27.83811616,300.9375715,23.63793328
125.4733965,27.86303279,301.2178094,23.65872863
125.5871073,27.88996046,301.4907154,23.68067664
125.699993,27.91945104,301.761641,23.70004964
125.8144658,27.95102822,302.0363758,23.72358165
125.9252352,27.98224669,302.2998194,23.74495073
126.033944,28.01130632,302.5607218,23.76729446
126.1418421,28.04170752,302.8220789,23.78691771
126.241971,28.07104813,303.0623882,23.80928001
126.3554824,28.1031606,303.3348156,23.82931933
126.4672862,28.133739,303.600743,23.84847311
126.5770189,28.1627928,303.8665032,23.87169793
126.7054529,28.19761992,304.1747448,23.89402476
126.8132581,28.22447432,304.4334773,23.91327532
126.9271626,28.25211978,304.7044474,23.93539066
127.0218179,28.27516036,304.9340208,23.95754985
127.1378675,28.30472711,305.2125398,23.97911134
127.2523967,28.33546559,305.4874099,24.00146652
127.3657491,28.36804842,305.7594557,24.02053662
127.4779271,28.40119011,306.0286829,24.04160295
127.6005146,28.43390325,306.3228929,24.06144519
127.7091782,28.46357434,306.5836855,24.08310015
127.8340711,28.49890604,306.881028,24.10484552
127.9519553,28.5310792,307.1663506,24.1234616
128.0707812,28.55861287,307.4515327,24.14551764
128.1981208,28.58844578,307.7571478,24.16784342
128.3129066,28.61622588,308.0326337,24.19019531
128.4427326,28.64660856,308.3418144,24.20929328
128.5555469,28.67419938,308.6125687,24.23123091
128.6693256,28.70485415,308.8880393,24.25330482
128.7820647,28.73625469,309.1586131,24.27197475
128.9113771,28.77404276,309.4689629,24.29440996
129.0115868,28.80296903,309.7094662,24.31592144
129.1284809,28.83671113,309.990012,24.33710457
129.2348779,28.86838426,310.2429631,24.35943785
129.3395049,28.90046096,310.494067,24.37872326
129.461474,28.93861907,310.7891954,24.40030736
129.5812933,28.97132322,311.0743601,24.42244772
129.6840715,28.99728516,311.3234294,24.4428356
129.7941181,29.02507965,311.5875413,24.46220679
129.8997513,29.0494582,311.841061,24.48214993
130.0115355,29.07442712,312.109343,24.50408374
130.128939,29.09885171,312.3911114,24.52603562
130.2276536,29.11595621,312.6277411,24.5445636
130.3614909,29.14954092,312.949236,24.56638425
130.4783342,29.17530112,313.2296599,24.58542334
130.5971006,29.20260047,313.5146993,24.60700626
130.6957815,29.22507173,313.7515334,24.62939007
130.8135776,29.25245833,314.0342441,24.6484342
130.9294129,29.28137044,314.3122488,24.67017222
131.0423607,29.30882937,314.5833235,24.68906713
131.1520224,29.33580176,314.8465116,24.71122086
131.2624402,29.36293431,315.1091155,24.73290431
131.3762347,29.39138189,315.3846211,24.75505401
131.4973229,29.4226089,315.6752328,24.77679944
131.6108351,29.45059571,315.9476621,24.79571595
131.7145538,29.47714925,316.196587,24.82051239
131.8184823,29.50113463,316.4460154,24.84130736
131.9281966,29.52584715,316.7093297,24.86156564
132.0386897,29.55230171,316.9745131,24.88281333
132.147417,29.57591827,317.2354586,24.90501056
132.2773426,29.60486075,317.5472801,24.92390809
132.3860374,29.62981354,317.8081476,24.94798135
132.4927286,29.65401224,318.0642065,24.96936359
132.5997414,29.67961725,318.3210372,24.98824767
132.7241841,29.70906766,318.6196997,25.00912976
132.8291779,29.72932985,318.8716848,25.03009352
132.9396838,29.75003757,319.136899,25.05218144
133.0554323,29.77436944,319.4122937,25.0742704
133.1743078,29.8030558,319.6999966,25.09602096
133.2890248,29.831471,319.9753174,25.11836999
133.401633,29.85792923,320.245577,25.14030502
133.5323373,29.89158771,320.5592674,25.16244946
133.6317324,29.91950495,320.7978156,25.18097749
133.7501276,29.95500597,321.0819641,25.20274126
133.8626525,29.98813939,321.3520238,25.22416578
133.9695699,30.01971056,321.6086256,25.24320522
134.0742255,30.04990151,321.859799,25.26529342
134.1870433,30.07711149,322.128162,25.28763858
134.3068729,30.10597274,322.4181528,25.31032553
134.4145789,30.13067337,322.6766472,25.32961877
134.5333718,30.15800536,322.9617502,25.3517056
134.6401905,30.17949368,323.218115,25.37074056
134.7459229,30.20004482,323.4718728,25.39337693
134.8534314,30.22104907,323.7298932,25.41231359
134.9812128,30.24724769,324.0365686,25.43290059
135.0850118,30.26885012,324.2856862,25.45485994
135.1938079,30.28972828,324.5467968,25.47422585
135.319584,30.31160189,324.8462578,25.49680309
135.4349031,30.33085107,325.1254253,25.51647271
135.5509625,30.35150378,325.4039678,25.53880721
135.6508271,30.37095359,325.6436429,25.56076117
135.7724571,30.39518827,325.9331532,25.58270776
135.8909378,30.42080635,326.2199086,25.60180309
136.0051421,30.44656043,326.4939989,25.62392693
136.1015354,30.46662439,326.7253428,25.6428664
136.2204532,30.4916394,327.0107455,25.66537138
136.3207335,30.51296615,327.2514182,25.68743171
136.4461991,30.54017591,327.5525357,25.70920294
136.5599838,30.56259539,327.825619,25.73095781
136.6744652,30.58580569,328.0979726,25.75043208
136.7881789,30.60692424,328.3732872,25.77314321
136.9010676,30.62866703,328.6418184,25.79641355
137.0098018,30.64872551,328.9051822,25.8170681
137.1216607,30.66917144,329.1736435,25.83596042
137.2283935,30.68794963,329.4298022,25.85743131
137.3341284,30.70691471,329.683566,25.88036693
137.4543018,30.72986406,329.9719822,25.90267917
137.5588206,30.74812917,330.2228273,25.92197329
137.6745571,30.7691374,330.5005949,25.94373173
137.7940279,30.79117047,330.7873248,25.96422775
137.9148017,30.81357721,331.0771819,25.98423351
138.0245695,30.83427606,331.3406246,26.0064247
138.1343548,30.85531386,331.6017394,26.02797583
138.2411324,30.87734063,331.8603756,26.0505764
138.3527703,30.89970321,332.1283066,26.07289183
138.464335,30.92025435,332.3960618,26.09485021
138.5792111,30.94443013,332.6717645,26.11375751
138.6919378,30.96687257,332.9423086,26.13588956
138.7890697,30.98437918,333.1754251,26.15573484
138.9085708,31.00591079,333.4622278,26.17771422
139.0193568,31.02727775,333.7257115,26.19976539
139.1321472,31.04939445,333.9964104,26.22207313
139.2458661,31.07279811,334.2717365,26.24402605
139.3580599,31.09735286,334.5410016,26.26616205
139.4891641,31.1278767,334.8556517,26.28810506
139.6059188,31.15114066,335.135863,26.3104743
139.7177996,31.172617,335.4019742,26.33109434
139.8286293,31.19545559,335.6703682,26.35321864
139.9402449,31.21922775,335.9382456,26.37137789
140.0412052,31.24143136,336.1805503,26.39345618
140.1609774,31.26623556,336.4680036,26.4153927
140.2647683,31.28872292,336.7147001,26.43774048
140.36645,31.30849597,336.9611378,26.45950774
140.5032441,31.33235978,337.2894437,26.47878707
140.605761,31.35126796,337.5354842,26.5018674
140.7276463,31.37467681,337.828009,26.52400291
140.8503301,31.39763632,338.1200484,26.5431382
140.9672602,31.41836915,338.4030823,26.56487449
141.0748375,31.43758193,338.6612678,26.58714474
141.1916363,31.45893424,338.941585,26.60873429
141.3043929,31.4831727,339.2122008,26.63296033
141.4169802,31.50944841,339.4824103,26.65546199
141.5285402,31.53750981,339.7501543,26.67734376
141.6387506,31.56451947,340.0146593,26.70005386
141.747362,31.59272463,340.2753266,26.72235268
141.8551219,31.62285515,340.5315497,26.74489208
141.959207,31.65447713,340.7837546,26.7662557
142.0737089,31.69042061,341.0585592,26.78835417
142.1824884,31.72273207,341.3172271,26.80676306
142.305193,31.76013033,341.614121,26.82871242
142.4286961,31.7943072,341.9105285,26.85101512
142.541528,31.82311032,342.181325,26.86990425
142.6583328,31.85097009,342.4616566,26.89146595
142.7772288,31.87989378,342.7446156,26.91322185
142.8986428,31.91167024,343.0384006,26.93251818
143.0184408,31.94380733,343.3259158,26.95208904
143.1194938,31.96538387,343.568443,26.97374981
143.2358919,31.98898618,343.8453967,26.99343852
143.3376827,32.01330851,344.0920963,27.01536543
143.4575892,32.04281723,344.3798719,27.03635146
143.5614849,32.06933101,344.6292216,27.05619678
143.680531,32.10017403,344.9149322,27.07766945
143.7958561,32.13110563,345.1917125,27.09721915
143.9284126,32.17067794,345.5098481,27.11915146
144.0413745,32.20448914,345.7809566,27.14168342
144.1559367,32.2388912,346.0559059,27.16362174
144.277813,32.27257808,346.348409,27.18606676
144.3845008,32.30307763,346.6044598,27.20694666
144.4903829,32.33424136,346.8585768,27.22907185
144.6081499,32.36668879,347.1412176,27.24845191
144.7209138,32.39364647,347.411851,27.27052847
144.8323768,32.41920042,347.6793622,27.29241346
144.9306971,32.4409053,347.9153309,27.31435568
145.0486912,32.46589213,348.1985167,27.33625359
145.1506269,32.48811005,348.4431624,27.3578144
145.2655428,32.50973785,348.7189606,27.37998808
145.3813777,32.53145899,348.9969643,27.39910277
145.4963854,32.55162966,349.2729828,27.42200401
145.5998847,32.57121188,349.5213811,27.44223049
145.7134312,32.59351067,349.7938927,27.46266032
145.8291249,32.61726758,350.0715576,27.48473634
145.9301951,32.63608358,350.3141261,27.50670763
146.0403357,32.6571208,350.5784635,27.5284774
146.1565268,32.67992021,350.8549226,27.55004669
146.2704356,32.70311996,351.1307033,27.57082222
146.3660065,32.72158694,351.3576718,27.59296581
146.4808569,32.74296315,351.6357144,27.61507044
146.596614,32.76471707,351.9135314,27.63395941
146.6977085,32.7837766,352.1561582,27.65611123
146.8051567,32.80440183,352.4140339,27.6749824
146.9132959,32.82452592,352.673568,27.69674092
147.0339791,32.84757092,352.9632077,27.71869949
147.1314955,32.86516704,353.197247,27.7372329
147.2455115,32.88642459,353.4708854,27.75901843
147.3618322,32.90887975,353.7500551,27.77809753
147.4626565,32.92705749,353.9920334,27.80285852
