Time elapsed in seconds,Controlled Lighting Units Power Usage (moving),All Lighting Units Activated Usage,Controlled Lighting Units Power Usage (Standing still)
15.6013879,3.260441704,37.5249888,2.897803364
15.7201522,3.281244191,37.81002312,2.919941545
15.8309775,3.300030672,38.07600384,2.94219316
15.9287111,3.317581454,38.31056448,2.964699612
16.0455437,3.339292908,38.59096272,2.987037106
16.1532211,3.361241282,38.84938848,3.00955102
16.2710394,3.384699874,39.1321524,3.031854874
16.3858855,3.408315319,39.40538256,3.051916653
16.4974063,3.430983653,39.67543296,3.073864578
16.6048232,3.451110067,39.93323352,3.09324392
16.7150135,3.471224797,40.19769024,3.116776013
16.8237185,3.491320274,40.45618152,3.135297511
16.9338181,3.513238005,40.72282128,3.157705007
17.0432848,3.53545129,40.98554136,3.175978555
17.1564734,3.558443075,41.257194,3.197412787
17.2559339,3.578201022,41.4958992,3.220643875
17.3813186,3.600694792,41.7944208,3.242761006
17.5041448,3.622749691,42.09160536,3.262240468
17.6090125,3.641626365,42.34328784,3.284582162
17.7218076,3.659377751,42.6115944,3.307053089
17.8228487,3.677756951,42.85649472,3.329161263
17.9283121,3.699262373,43.10960688,3.350696035
18.0401365,3.722685328,43.37798544,3.372689864
18.1468572,3.744959639,43.63411512,3.395185467
18.2565535,3.766258266,43.89738624,3.413932143
18.3664988,3.787905957,44.16125496,3.434557713
18.4745833,3.807305192,44.42065776,3.455119145
18.5956552,3.829207045,44.71123032,3.476989821
18.7027266,3.848318515,44.96576712,3.498753752
18.8142533,3.868840209,45.23586576,3.516761393
18.9258428,3.89146221,45.50368056,3.540520167
19.0248992,3.913683639,45.74141592,3.56270129
19.1315506,3.939689446,45.99737928,3.581978794
19.2432775,3.968490492,46.26552384,3.603927753
19.3532206,3.995485641,46.52938728,3.626257118
19.462946,4.016939374,46.79272824,3.647970424
19.5697505,4.03869282,47.04905904,3.670849413
19.6904893,4.064526272,47.33883216,3.692798015
19.7993111,4.08732173,47.60000448,3.714934217
19.9077818,4.110093568,47.85793152,3.733654585
20.0145936,4.130638709,48.11668248,3.755597686
20.1243695,4.150952302,48.38014464,3.774681418
20.2351585,4.173112128,48.64603824,3.795901457
20.3469328,4.196796701,48.91429656,3.817834813
20.4547257,4.220652854,49.17299952,3.840113719
20.5704857,4.245991117,49.44845472,3.862617487
20.6913006,4.269881495,49.74077928,3.884385401
20.8058521,4.293101111,50.01570288,3.906141898
20.9166188,4.317420285,50.28154296,3.928272688
21.0304655,4.341046693,50.55477504,3.94706524
21.1432662,4.365516011,50.82549672,3.968589296
21.2581906,4.39182315,51.10131528,3.990710612
21.3688299,4.416636779,51.3668496,4.012384259
21.476757,4.441659271,51.62587464,4.034345971
21.5921878,4.470095958,51.90290856,4.056092114
21.6990171,4.497881075,52.15929888,4.078235133
21.8105661,4.526022119,52.42456944,4.100566764
21.9414009,4.555541187,52.74102,4.125096171
22.0511498,4.580551685,53.00441736,4.147819891
22.160912,4.604549607,53.26784664,4.169006799
22.2579665,4.62641703,53.50077744,4.191511922
22.3734494,4.652397454,53.7779364,4.21004361
22.4892381,4.680225875,54.05582928,4.232185075
22.5852906,4.704607139,54.2839536,4.253612672
22.6948616,4.734563056,54.54932568,4.273836424
22.8057002,4.765521967,54.81533832,4.295862727
22.9214209,4.791528239,55.093068,4.318020073
23.0331011,4.817255467,55.35869784,4.340336627
23.1476655,4.844879515,55.63605504,4.362477776
23.2654457,4.873665896,55.91872752,4.385168973
23.3692486,4.895378926,56.16785448,4.407127535
23.4802621,4.917452807,56.43428688,4.426240085
23.5957548,4.940719098,56.71146936,4.448166745
23.7085854,4.96551764,56.9822628,4.468261145
23.8033956,4.987850496,57.20980728,4.489776206
23.9298628,5.015906197,57.51332856,4.511698718
24.0416961,5.041651792,57.78172848,4.533847931
24.1497032,5.067866521,58.03849968,4.556163569
24.2645198,5.095139198,58.31650536,4.575065444
24.36637,5.117450781,58.56094584,4.597025991
24.4768148,5.139888701,58.82361048,4.616902956
24.5872916,5.162923007,59.09115768,4.638640787
24.6956143,5.186837624,59.35113216,4.658451448
24.8268199,5.215828178,59.6660256,4.680782329
24.9316777,5.238058534,59.91768432,4.703106147
25.0615413,5.265803355,60.22935696,4.725244739
25.1745764,5.286684631,60.5006412,4.746800137
25.2863224,5.308815215,60.7688316,4.768381765
25.3811536,5.327046174,60.99642648,4.787694423
25.4979391,5.349948506,61.27671168,4.809061322
25.615698,5.374401536,61.55933304,4.830749361
25.7272858,5.396239536,61.82714376,4.852666446
25.8388874,5.418962141,62.09258592,4.875020001
25.9507151,5.442910614,62.36337408,4.896958284
26.0635509,5.468688213,62.63418,4.919478759
26.1740208,5.493682724,62.89930776,4.939707297
26.28326,5.519588966,63.16148184,4.961842253
26.3976049,5.545683194,63.4334988,4.981732574
26.5065221,5.569601223,63.69731088,5.001221093
26.6151112,5.593660942,63.95792472,5.023835172
26.7428849,5.620102486,64.26217776,5.04598452
26.8574389,5.644517814,64.5395112,5.067754486
26.9732332,5.669275555,64.81741752,5.089499846
27.0689851,5.691397506,65.04722208,5.111302574
27.183803,5.719158087,65.32278504,5.132604868
27.2965981,5.749324197,65.59349328,5.153036814
27.4154659,5.775915527,65.878776,5.17411487
27.5321205,5.800914355,66.15874704,5.193658798
27.6486328,5.827676278,66.43837656,5.216195294
27.7635854,5.854668294,66.7142628,5.237716856
27.8752575,5.880274413,66.98227584,5.260070599
27.9850077,5.901453384,67.24567632,5.281435227
28.0848924,5.921291172,67.4853996,5.300418227
28.2009035,5.946618249,67.76382624,5.322561511
28.3176279,5.974571788,68.0439648,5.341985987
28.4282971,6.000197254,68.30957088,5.363666051
28.5371728,6.025399336,68.57087256,5.386376557
28.6587087,6.056189117,68.86255872,5.408706632
28.7671888,6.081192768,69.12291096,5.426910493
28.8683552,6.100117888,69.36571032,5.449060345
28.979784,6.119946893,69.63313944,5.469609037
29.0875255,6.139734609,69.89171904,5.491748715
29.2093475,6.160917101,70.18409184,5.510657686
29.3322233,6.181601412,70.47899376,5.532824816
29.4402526,6.200234856,70.73826408,5.553221774
29.5693866,6.223798197,71.04818568,5.572395508
29.6852283,6.2463109,71.32620576,5.592944835
29.8060445,6.271135339,71.61616464,5.614659484
29.9198459,6.293196514,71.889288,5.636413997
30.0305399,6.314839785,72.1549536,5.658552324
30.1362775,6.337651159,72.40872384,5.68111866
30.2701679,6.36533305,72.72765696,5.699973973
30.3698644,6.385850407,72.9693324,5.721043309
30.4873975,6.407859526,73.25141184,5.741413002
30.5911477,6.427918416,73.50041232,5.763187977
30.6980814,6.450086536,73.75439808,5.785437638
30.8028508,6.473519076,74.00849976,5.807761947
30.9184261,6.499314639,74.28588048,5.830297264
31.0293827,6.523596263,74.54977656,5.852434941
31.1374698,6.547200563,74.81158536,5.871896952
31.2520803,6.573055515,75.08665056,5.893666864
31.359673,6.595720828,75.34487304,5.91297477
31.4755083,6.6201215,75.62287776,5.935091577
31.6019951,6.643591559,75.92644608,5.957381997
31.710781,6.664481912,76.18753224,5.979115812
31.8365746,6.691901803,76.48943688,6.002175836
31.9473072,6.718900382,76.75519512,6.024723381
32.0549649,6.745565204,77.0135736,6.043458369
32.1628009,6.771097715,77.27238,6.065991132
32.2728454,6.799005169,77.5364868,6.08486716
32.381464,6.827703303,77.79717144,6.106962503
32.49893,6.857132937,78.07908984,6.126577162
32.6158032,6.885385295,78.35958552,6.148880938
32.7287377,6.913403648,78.62822472,6.171082565
32.8443348,6.943131611,78.90806136,6.193622456
32.9550661,6.971199018,79.17381648,6.21537832
33.0602071,6.9935452,79.42615488,6.238073392
33.1787092,7.022799663,79.71055992,6.256988647
33.2976018,7.053338726,79.99590216,6.279119866
33.3999455,7.08067662,80.24152704,6.29821807
33.5167772,7.110580192,80.52192312,6.32014465
33.6155466,7.135664529,80.75896968,6.342475257
33.7293219,7.168438922,81.0320304,6.364806097
33.8404329,7.202413972,81.2986968,6.386558877
33.9572129,7.238267198,81.5789688,6.408088232
34.0526158,7.26926299,81.80793576,6.42945361
34.1724984,7.308222912,82.095654,6.451419982
34.2732029,7.343232985,82.3373448,6.471668007
34.3839868,7.384277945,82.60322616,6.490529253
34.4977886,7.423472546,82.87635048,6.512842702
34.6085019,7.459726001,83.1420624,6.535146486
34.716089,7.492428603,83.40027144,6.557867076
34.8389383,7.529538773,83.69510976,6.576767064
34.9449812,7.56206368,83.94961272,6.598923328
35.0563693,7.595226421,84.21694416,6.617646777
35.1741483,7.629130904,84.49961376,6.639193657
35.2712755,7.657065795,84.73271904,6.66192375
35.3848913,7.685942941,85.00539696,6.683803119
35.5002476,7.714673568,85.27986048,6.706511662
35.6130427,7.74437609,85.55296032,6.728458899
35.7090636,7.770934811,85.78341048,6.75115613
35.8276166,7.805195222,86.06793768,6.772554968
35.9403959,7.834813428,86.33620632,6.792955067
36.0503355,7.86517906,86.60246304,6.814340302
36.1610429,7.896784271,86.86576104,6.836093915
36.2687925,7.929512338,87.12675984,6.855117158
36.3782926,7.96301847,87.38956008,6.877464324
36.476642,7.989779974,87.62559864,6.899223051
36.5872467,8.019663694,87.89104992,6.921166677
36.7068611,8.051936831,88.17812448,6.943097949
36.8123088,8.079361298,88.42879704,6.96370908
36.9422023,8.111225275,88.74294336,6.98434628
37.060979,8.141380962,89.02560576,7.003445843
37.1817472,8.174308652,89.31785112,7.02532544
37.2975735,8.200485962,89.59583424,7.047292527
37.4260481,8.232109566,89.90417328,7.069593435
37.5362187,8.262086783,90.16858272,7.088497369
37.6451201,8.294205226,90.42994608,7.110824508
37.7414193,8.323880121,90.66106416,7.131500799
37.8671766,8.357962366,90.96288168,7.150676709
37.9900934,8.393790388,91.257882,7.17383381
38.1117259,8.430928238,91.5498,7.195311642
38.2215527,8.462684439,91.81098264,7.217632312
38.3233495,8.490839855,92.05769664,7.239404297
38.4408163,8.523650276,92.33961696,7.26154116
38.5567597,8.556304756,92.61788112,7.283096128
38.6754753,8.588384083,92.90279856,7.302210138
38.7782667,8.614595132,93.14949792,7.324392967
38.8923029,8.640059083,93.4231848,7.343244632
38.9968713,8.665061754,93.67414896,7.364445383
39.1134194,8.692194515,93.9538644,7.388440335
39.2300352,8.717508851,94.23374232,7.410552851
39.3500748,8.745348316,94.52183736,7.432908127
39.4675924,8.769046027,94.8038796,7.454948969
39.586423,8.793437673,95.08907304,7.473729725
39.707125,8.821654316,95.3763552,7.495178955
39.8276645,8.852428483,95.66805264,7.516309099
39.9528273,8.883273626,95.96844336,7.535797516
40.0702445,8.913574587,96.25024464,7.557358655
40.1889254,8.946672958,96.5350788,7.577207333
40.2868886,8.976137897,96.77019048,7.602713574
40.3986146,9.011813477,97.03833288,7.622195435
40.5114632,9.047075851,97.30916952,7.643962321
40.6181621,9.080125656,97.56524688,7.663451412
40.7292937,9.115466475,97.83196272,7.685547087
40.8372952,9.151204608,98.09116632,7.705062551
40.9493864,9.187918899,98.3601852,7.726024482
41.0760546,9.227927093,98.66418888,7.747970388
41.1871724,9.261946775,98.9308716,7.768252447
41.3147241,9.299465258,99.23699568,7.788044547
41.4153431,9.327492478,99.47848128,7.809399504
41.5321428,9.354320395,99.75880056,7.831944756
41.631992,9.376150684,99.99843864,7.854245738
41.7583236,9.404017974,100.3016345,7.876231389
41.8665894,9.428223073,100.5614724,7.898187321
41.9780494,9.452087663,100.8289764,7.918940157
42.086902,9.47337071,101.0902226,7.939567897
42.2117171,9.496608579,101.3897789,7.961713832
42.3321129,9.517330074,101.6787288,7.980432172
42.4341273,9.535793594,101.9235634,8.002496891
42.5489713,9.559475357,102.199189,8.024853318
42.6464642,9.58004623,102.4331719,8.046213204
42.7562251,9.605213434,102.6965981,8.065899617
42.8830331,9.63533586,103.0009373,8.086572133
43.0049252,9.664611282,103.2910766,8.107134614
43.1127609,9.692594175,103.552284,8.129081872
43.2244295,9.717393673,103.8202886,8.151439946
43.3341302,9.739129615,104.0835703,8.17310524
43.4510307,9.76011341,104.3641315,8.195244601
43.5537456,9.779345854,104.6106473,8.21473447
43.6775609,9.801762473,104.907804,8.236294467
43.8010251,9.823478106,105.2041181,8.25826292
43.9028227,9.840027008,105.4484323,8.279485956
44.0176188,9.857613324,105.723943,8.301839897
44.13443,9.875480708,106.0042898,8.321276912
44.2508533,9.890558592,106.2837058,8.344082245
44.3518966,9.904129325,106.5262097,8.366997683
44.4637269,9.919998104,106.7927796,8.388749455
44.5783143,9.937322088,107.0672095,8.410147446
44.6940192,9.955179263,107.3473039,8.431111022
44.8048471,9.971902444,107.6132909,8.451182828
44.9227082,9.988607677,107.8961575,8.472425918
45.0384686,10.00652638,108.1739825,8.493180661
45.1578889,10.02715412,108.4605912,8.515816141
45.2736725,10.04621312,108.7384718,8.537592257
45.3884908,10.06566063,109.0116362,8.557824772
45.5043004,10.08874398,109.2919788,8.579976243
45.6011544,10.10964742,109.5244284,8.599440011
45.7127991,10.1345261,109.789973,8.621962232
45.8251516,10.161292,110.0620217,8.641084802
45.9336236,10.18941017,110.3223545,8.663221108
46.0424804,10.21997723,110.5836108,8.685125686
46.170931,10.25800951,110.8918922,8.708235802
46.2914192,10.29216851,111.1810639,8.729765501
46.4112954,10.32712269,111.4687668,8.75208624
46.5143092,10.35862333,111.7159999,8.773262484
46.6188754,10.39107626,111.9669588,8.792752784
46.7395843,10.42770216,112.2566602,8.813992291
46.8433829,10.45636686,112.5057768,8.833818694
46.9451916,10.48484791,112.7501177,8.855286254
47.0534544,10.51496911,113.0099484,8.877434717
47.1706997,10.5469978,113.2913371,8.899375277
47.272771,10.57356571,113.5363082,8.921910469
47.3890254,10.60554731,113.8153188,8.94441315
47.4917736,10.6351473,114.05952,8.963704069
47.6105863,10.66948076,114.347065,8.986229253
47.7243423,10.69941217,114.6200794,9.004927163
47.8371661,10.7312864,114.8908565,9.027071239
47.956964,10.76779971,115.1783714,9.048986552
48.06976,10.80454552,115.4490818,9.071481277
48.1895237,10.8433841,115.7365147,9.093634189
48.2923404,10.87395205,115.9832748,9.115370202
48.3997915,10.90706233,116.2411574,9.137916602
48.512741,10.94306698,116.5122362,9.158691351
48.6412588,10.98439296,116.820679,9.180836596
48.7531353,11.01932845,117.0891826,9.200020745
48.8559075,11.04948776,117.3358358,9.223543366
48.9728107,11.08369041,117.6140028,9.242253137
49.0865158,11.11640074,117.8892958,9.264982575
49.1953423,11.1416255,118.1504794,9.283507575
49.3107957,11.1671971,118.4275675,9.305628742
49.4255674,11.19163942,118.7030196,9.327393308
49.5414211,11.21697313,118.9786668,9.348442635
49.6501099,11.24349039,119.2419216,9.368839687
49.7699361,11.27148099,119.5295045,9.390730612
49.8907428,11.30091003,119.8194406,9.412651154
49.9914255,11.32597568,120.061079,9.434627026
50.108241,11.35598584,120.3414362,9.457128529
50.2092269,11.3833204,120.5838024,9.479094202
50.3335729,11.41256708,120.8798302,9.501034626
50.4433514,11.43611901,121.1457012,9.522395355
50.5534604,11.45906084,121.4099628,9.542266564
50.6618999,11.48083566,121.6702176,9.564214748
50.7755725,11.50345748,121.9430318,9.58344809
50.8914382,11.52779051,122.2211095,9.605401558
50.9936305,11.55208132,122.466371,9.623603916
51.1147849,11.57674929,122.7571416,9.645747663
51.2095139,11.59427152,122.9844912,9.665554442
51.3283295,11.61917328,123.2696486,9.687690304
51.4451937,11.64458665,123.5501227,9.706582373
51.568932,11.6717584,123.8470946,9.728687442
51.7068859,11.70183391,124.178184,9.748137242
51.8185576,11.72785234,124.4437831,9.769088901
51.9310097,11.75652428,124.7160811,9.791421618
52.0377685,11.77934405,124.9723022,9.810960935
52.1618413,11.80633062,125.270077,9.833294629
52.2659148,11.82844833,125.5198534,9.855247737
52.3709891,11.85043388,125.76963,9.87739831
52.4778232,11.87352921,126.0284335,9.896671696
52.5856588,11.89614479,126.287239,9.918796999
52.7170384,11.9250818,126.60255,9.938280784
52.8259949,11.94772352,126.8640456,9.960038847
52.9280059,11.96831762,127.108872,9.98210321
53.0385456,11.99121549,127.3717656,10.0042444
53.1513775,12.01418122,127.6449638,10.02656826
53.2632476,12.03573207,127.9134521,10.05073983
53.3791154,12.05916158,128.1915348,10.07329978
53.490622,12.07967131,128.4567499,10.0922331
53.6161291,12.10402178,128.7603677,10.11378445
53.7440656,12.13096633,129.0674153,10.13296561
53.8517499,12.15259337,129.3258576,10.15510292
53.962683,12.1737378,129.592097,10.17657073
54.0895214,12.19810338,129.8965092,10.19851385
54.1963759,12.21680566,130.15296,10.22122985
54.3041808,12.23588072,130.4116918,10.2406793
54.4136783,12.25653286,130.6744858,10.26492052
54.5262176,12.27859036,130.9445801,10.28437589
54.6474636,12.30206098,131.2355705,10.31175675
54.7687382,12.32632605,131.5266295,10.32883302
54.8725513,12.34645005,131.775781,10.35663084
54.9762516,12.36738697,132.0246617,10.37630296
55.0982767,12.39172495,132.3151193,10.39672067
55.1972753,12.41062407,132.5551186,10.41904112
55.3120564,12.43099717,132.8305932,10.4381454
55.4195422,12.44692971,133.0885591,10.4600119
55.5393769,12.46745097,133.3761624,10.48211542
55.6481513,12.48838222,133.6348099,10.5037411
55.7685419,12.51412916,133.9261584,10.52682407
55.8752738,12.53813771,134.182315,10.54914188
55.9762563,12.56034375,134.424673,10.56844399
56.0982284,12.58432647,134.7156559,10.59114582
56.209708,12.60544339,134.984957,10.60987268
56.3287678,12.63041298,135.2707006,10.63166353
56.4331262,12.65519164,135.5211607,10.65334036
56.5538,12.68050586,135.8107778,10.67525967
56.6716991,12.70582946,136.091334,10.69817799
56.7862981,12.73004039,136.3687733,10.71723837
56.896133,12.75334839,136.6299751,10.73896135
56.9992606,12.77540928,136.8798833,10.75793817
57.1106795,12.80069173,137.1472886,10.77989676
57.2165603,12.82556408,137.4014026,10.80167637
57.3449455,12.85379722,137.709527,10.82353072
57.4540996,12.87739455,137.9690623,10.84547306
57.5775642,12.9050808,138.2678119,10.86760459
57.6873332,12.93092788,138.5312575,10.88993397
57.7960417,12.95482125,138.7921579,10.90884666
57.9002119,12.97803419,139.0421664,10.93078415
58.012969,13.00238853,139.3127834,10.95311596
58.1283651,13.02484627,139.5897341,10.97414425
58.240236,13.04825731,139.8582242,10.99485188
58.3667425,13.07394969,140.1618398,11.01739967
58.4815172,13.09453078,140.4372991,11.0399171
58.5963116,13.11650078,140.7128057,11.0624132
58.7074898,13.1384118,140.9796334,11.08093821
58.8199043,13.16095507,141.2494282,11.10250815
58.9521734,13.18640704,141.566874,11.12260429
59.0785405,13.21155705,141.8677543,11.14354371
59.1889549,13.23355574,142.1327038,11.16600055
59.2947626,13.25619412,142.3890881,11.18644731
59.4056392,13.28118697,142.6551919,11.20888999
59.5153296,13.30724624,142.9184489,11.23129089
59.6252115,13.33346869,143.1797659,11.25108403
59.7279453,13.35712931,143.4287266,11.27142573
59.8345852,13.38132975,143.6846623,11.29201973
59.9523911,13.4079234,143.9673965,11.31416433
60.0691826,13.43347787,144.2476961,11.33289158
60.1860973,13.45875424,144.5282914,11.35554111
60.3025031,13.48378188,144.8076653,11.37545423
60.41433,13.50641734,145.0760498,11.39629498
60.5251908,13.52873021,145.3421158,11.41835013
60.6480277,13.55202407,145.6345502,11.4409661
60.7693232,13.57320219,145.9280335,11.46016732
60.874977,13.59118188,146.1816026,11.48211328
61.0009566,13.6154487,146.4839537,11.50120065
61.1108116,13.63818249,146.7476057,11.52353807
61.2195115,13.66163443,147.0084854,11.54265721
61.3232635,13.68313272,147.2574902,11.56477306
61.42815,13.70530054,147.5092178,11.58687621
61.55226,13.73190857,147.8070818,11.60673181
61.6557049,13.75548593,148.0553496,11.62845885
61.7872273,13.78318577,148.3710034,11.64683506
61.8988986,13.80760716,148.6390145,11.66935663
62.008512,13.83025145,148.8996838,11.68845446
62.1366145,13.85617106,149.2095326,11.71096526
62.2423927,13.87638763,149.4634003,11.73020966
62.3540767,13.89657292,149.7314419,11.75004828
62.4708576,13.91807785,150.0117161,11.77225957
62.5867544,13.94234887,150.2898684,11.7945791
62.6940739,13.96593452,150.5474352,11.81690601
62.8029611,13.98916277,150.8087645,11.83596142
62.9247271,14.0168973,151.1010029,11.85747313
63.0326966,14.04346413,151.3601297,11.88044786
63.1405502,14.07090549,151.6189783,11.90255832
63.2451416,14.09594358,151.8699977,11.92203753
63.3600228,14.12179449,152.1457126,11.94474056
63.460688,14.14546228,152.387309,11.96612539
63.5772811,14.17274507,152.6671325,11.98503073
63.6991852,14.19926836,152.9597023,12.00732057
63.8157261,14.22586366,153.2394005,12.02943393
63.9134999,14.24921813,153.471654,12.05101825
64.0252349,14.27397859,153.7422216,12.07296711
64.1331111,14.29834228,154.0011245,12.09451076
64.2420933,14.32563244,154.2626818,12.11568836
64.3507847,14.35504741,154.5211382,12.13595946
64.4654426,14.38839723,154.7963196,12.15846028
64.5731175,14.41797687,155.0571398,12.17713707
64.6799567,14.44768672,155.3135539,12.19906408
64.7921325,14.48051508,155.5827758,12.2214622
64.9102126,14.5086762,155.8661681,12.24335157
65.0090375,14.53226432,156.1033478,12.26319927
65.1288906,14.55981793,156.3909953,12.2833294
65.2396193,14.58467041,156.6567442,12.30545695
65.3343568,14.60697797,156.8841142,12.32638852
65.4481586,14.63348011,157.1572385,12.34879089
65.5663139,14.66042242,157.4408112,12.37043663
65.6717355,14.68274717,157.693823,12.39258768
65.7754357,14.7052922,157.9427035,12.41452333
65.8919997,14.73198591,158.2224571,12.4370275
65.9907781,14.75413297,158.4595253,12.45707669
66.1079913,14.77709273,158.740837,12.47756585
66.20964,14.7978717,158.9847938,12.49662011
66.3361153,14.82522768,159.2883346,12.5187614
66.4589235,14.85152424,159.5806992,12.54082643
66.5787552,14.87624906,159.8706703,12.56297391
66.7012461,14.89857012,160.1646485,12.58528193
66.8100123,14.92143021,160.4256874,12.60703976
66.9358178,14.94723372,160.7276206,12.62918141
67.042628,14.9708279,160.9815634,12.64788387
67.1602987,14.99624918,161.2663747,12.66983688
67.2572014,15.01828135,161.4989412,12.68896082
67.3769502,15.04768524,161.7863383,12.71102353
67.4817336,15.07512845,162.0378185,12.73278497
67.6027072,15.10640447,162.3281551,12.75136005
67.7169944,15.13701903,162.6024444,12.77420535
67.8317815,15.16954071,162.8779334,12.79309638
67.9456427,15.20490404,163.1512003,12.81488637
68.0623774,15.24283293,163.4313636,12.83665567
68.1745584,15.27831265,163.700598,12.85596305
68.2869998,15.31331463,163.9680547,12.87747014
68.4115353,15.35438563,164.2693426,12.8967227
68.5113336,15.38747681,164.5088585,12.91854689
68.6214448,15.42365122,164.7731254,12.93783999
68.7352115,15.45807139,165.0461654,12.96217436
68.8615803,15.49392931,165.3494506,12.98451168
68.971236,15.52404341,165.6126242,13.00625225
69.086216,15.5530118,165.8861746,13.02782233
69.1939379,15.5792786,166.1471088,13.04959124
69.31171,15.60409922,166.4297618,13.06887539
69.4130496,15.62532834,166.6729769,13.08974625
69.5319841,15.64921713,166.956019,13.10992545
69.6377811,15.67006004,167.2123325,13.1314177
69.750595,15.69375238,167.4830858,13.1541458
69.8763113,15.72229113,167.784805,13.17630093
69.9851899,15.74800084,168.0461136,13.19824582
70.0919688,15.7717666,168.302383,13.22035358
70.2088189,15.79699349,168.5828232,13.24003384
70.3304955,15.8243757,168.874847,13.26051791
70.4294176,15.84683662,169.1122601,13.28410751
70.5387325,15.87111731,169.3746158,13.30599666
70.6615175,15.89700277,169.6692998,13.32774922
70.7804208,15.91583102,169.9524252,13.34627601
70.8821855,15.93255055,170.198903,13.36786534
70.9910077,15.95211051,170.4600763,13.38977927
71.1117341,15.97540315,170.7498197,13.40916344
71.2155523,15.99504631,170.9965817,13.42949625
71.334282,16.01883234,171.2839346,13.45182551
71.4507185,16.0440879,171.5633822,13.473777
71.5545325,16.0678988,171.8125358,13.49588519
71.670367,16.09418748,172.0905386,13.51764293
71.7821092,16.11797198,172.3563142,13.54016369
71.8949539,16.14315583,172.6295472,13.56230295
71.994742,16.16643256,172.8690386,13.58158217
72.1115669,16.19459255,173.1494184,13.60208162
72.2142163,16.2164033,173.395777,13.62264342
72.3457674,16.2471592,173.7114996,13.64441536
72.4615561,16.27610745,173.9893925,13.66625659
72.5723404,16.30543011,174.2552748,13.68841073
72.6830862,16.33198868,174.5210647,13.71052099
72.8090603,16.36411351,174.8234026,13.73266639
72.9166124,16.39413615,175.0815276,13.75462005
73.0331007,16.42901832,175.3610995,13.77333034
73.1346148,16.46038007,175.6047334,13.79568287
73.256793,16.49530412,175.897961,13.81513422
73.3754795,16.53085538,176.1828086,13.83697882
73.4827549,16.56370751,176.4378586,13.85932943
73.5860942,16.59551131,176.6882839,13.88065462
73.6999943,16.62661284,176.9616442,13.90290384
73.8105421,16.65533193,177.2269589,13.92498833
73.9134773,16.68315476,177.4740034,13.94674162
74.0333269,16.71300608,177.7616424,13.96571842
74.1332908,16.73881226,178.0015558,13.98760654
74.2646058,16.76965756,178.3167118,14.00931435
74.374158,16.79728305,178.579637,14.03104074
74.4901699,16.82566564,178.8580656,14.05301756
74.6059009,16.85626037,179.1334008,14.07476542
74.7186934,16.88699203,179.406522,14.09681336
74.827472,16.91381966,179.665188,14.11732693
74.9362126,16.94198073,179.9285681,14.13945618
75.0450425,16.97126754,180.1873428,14.16009118
75.1655131,17.00471293,180.4788893,14.17899869
75.2822905,17.03482666,180.759155,14.20088194
75.3898999,17.06257251,181.0149821,14.22302362
75.5099921,17.09310329,181.3032391,14.24477603
75.6196901,17.12064356,181.5689141,14.2671186
75.7364004,17.15031116,181.8490188,14.28924841
75.8365686,17.17337752,182.0894225,14.31042082
75.9570269,17.20057239,182.3785224,14.33236068
76.0648266,17.22433922,182.6372417,14.35170107
76.1732091,17.24853304,182.8973597,14.37110217
76.304073,17.28007061,183.211433,14.39361352
76.415882,17.30722674,183.4797746,14.41554765
76.5377754,17.33684066,183.7723188,14.43774834
76.666214,17.36571745,184.0805714,14.45993646
76.7750097,17.39174411,184.3416811,14.48119563
76.9018182,17.42269728,184.6436198,14.50313897
77.0225557,17.45249859,184.9357915,14.52231313
77.1444521,17.48074897,185.2283429,14.54528696
77.2511446,17.50437632,185.4844049,14.56456672
77.354826,17.52597951,185.7332402,14.58669896
77.465674,17.54899454,185.9992754,14.60885066
77.5774376,17.57220973,186.2675081,14.63059334
77.6839283,17.5919004,186.5230858,14.64950669
77.7937816,17.61347831,186.7867337,14.67127098
77.9065322,17.63717441,187.0573351,14.69327751
78.0056304,17.65991497,187.2951708,14.7128856
78.1224267,17.68684544,187.5754819,14.73569547
78.2318908,17.71088509,187.8381958,14.75767557
78.3397534,17.73346389,188.0946929,14.78002622
78.460419,17.76066641,188.3866634,14.80198746
78.5822915,17.78906267,188.6791574,14.8240995
78.7027155,17.81687567,188.9657712,14.84487882
78.8185448,17.84337806,189.2461654,14.86701835
78.9394597,17.8703659,189.5363611,14.88765922
79.0431899,17.89438231,189.7853136,14.90917319
79.165812,17.92213509,190.0796066,14.92806419
79.2736207,17.94627202,190.3383475,14.95117546
79.390414,17.97222019,190.6186514,14.97292868
79.4916077,17.99324813,190.8615163,14.99448369
79.6157087,18.02095808,191.156957,15.01397573
79.7323501,18.04919941,191.4392981,15.03465176
79.8489304,18.07601554,191.7190908,15.05520399
79.9484571,18.10066877,191.9555522,15.07691118
80.0632742,18.13083881,192.2335159,15.09883902
80.1746024,18.16091163,192.5007036,15.12042376
80.2764817,18.19046126,192.7452139,15.14255972
80.3925984,18.22574677,193.023894,15.16448888
80.506718,18.26179465,193.297781,15.18302783
80.6157685,18.2962921,193.5595022,15.20540866
80.7263287,18.33020277,193.8248467,15.22425775
80.8541986,18.3707838,194.1293309,15.24653324
80.9619513,18.40622235,194.390341,15.26548359
81.0707051,18.44194959,194.6513501,15.28758593
81.1913767,18.47887428,194.9409619,15.30896328
81.2935912,18.50772115,195.1862767,15.32812032
81.4107082,18.54016527,195.4673575,15.34973877
